Col1,Col2,Col3,Col4,Col5,Col6,Col7,ClassificationLabel
Word8 Word9 Word10 Word11 Word5,4.80L+11,56.25,Word1209 Word785,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4373,"1,352.00",Word2095 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2639,608.4,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word96 Word3 Word4 Word5,57553,"1,046.00",Word305 Word132 Word190,12/1/2017,Word563 Word132 Word610,NoDoc,Category_2
Word30 Word31,657561,364,Word935 Word26,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word193 Word311 Word214 Word4 Word7,6210146363,680,Word123 Word190,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_2
Word16 Word17 Word18 Word7,FM1463,"1,260.00",Word330 Word99 Word26,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word308 Word309 Word310,2018VBOETRPGHTGYNJ,"2,760,671.27",Word835 Word682 Word683 Word684,10/31/2018,Word563 Word682 Word683 Word684,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80V+11,"5,749.10",Word1907 Word784 Word568 Word650,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word286 Word287 Word288 Word39,51418061143,"4,575.00",Word132 Word878 Word1323,8/31/2018,Word560 Word561 Word612,Doc1,Category_1
Word16 Word17 Word18 Word7,2168,421.2,Word959 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word78 Word79 Word11 Word5,A071418-07,384,Word330 Word99 Word26,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word38 Word4 Word39,41527446,"4,223.00",Word1484 Word1062 Word45 Word1062 Word981,11/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word16 Word17 Word18 Word7,3527,"1,174.80",Word785 Word330 Word99 Word764 Word61,2/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word3 Word7,71284,240,Word900 Word805 Word2099,10/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word6 Word7,10809,100,Word1080 Word806 Word26,10/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word16 Word17 Word3 Word7,71575,"1,188.00",Word562,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,WH109,900,Word255 Word791,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word324 Word4,BR18-1765,"-7,040.53",Word695 Word45 Word700 Word830 Word1532 Word1277 Word1330,7/31/2018,Word671 Word561 Word699 Word695 Word45 Word700 Word593,Doc1,Category_1
Word116 Word117 Word118 Word119 Word7,149782,"1,618.34",Word51 Word794,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,EX1982,"1,260.00",Word993 Word784 Word165 Word779 Word99,11/30/2018,Word52 Word330 Word566,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80J+11,"1,393.20",Word2100 Word784 Word1107 Word918,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2191,140.4,Word783 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2085,152.1,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word260 Word65 Word7,571090,711.5,Word827 Word791,3/1/2018,Word576 Word689 Word295 Word690 Word691,Doc3,Category_1
Word16 Word17 Word18 Word7,JQ261,"6,300.00",Word1694 Word784 Word568 Word650,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word24 Word22 Word4 Word5,23022,850,Word562,11/30/2018,Word563 Word132 Word610,NoDoc,Category_1
Word224 Word3 Word4 Word5,TX51-23987,653,Word338 Word569,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3029,871.2,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word254 Word255 Word5,2982,"74,950.20",Word887 Word109 Word764 Word168,2/1/2018,Word567 Word9 Word255,Doc1,Category_1
Word42 Word43 Word5,8472,630,Word562,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word62 Word63 Word18 Word7,214754T,"1,430.00",Word338 Word190 Word1139,6/30/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word326 Word327,MAXDEKRAL102518,"2,329.72",Word613 Word781 Word2101,10/31/2018,Word571 Word52 Word594 Word641,NoDoc,Category_1
Word16 Word17 Word18 Word7,GZ176,"2,520.00",Word924 Word784 Word785,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word44 Word45 Word46,201805-00053-XC0,"2,570,126.23",Word834 Word835 Word46,6/30/2018,Word288 Word626 Word627,NoDoc,Category_1
Word235,6031483-00,"46,833.11",Word1691 Word119 Word910 Word1692,6/30/2018,Word371 Word697 Word698 Word371 Word613,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80D+11,51.6,Word330 Word99 Word764 Word780,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80J+11,"1,741.50",Word2102 Word784 Word978 Word1931 Word568,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,1921,140.4,Word783 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,677901,48,Word783 Word784 Word935,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word38 Word4 Word39,41527862,"3,862.50",Word1484 Word1062 Word45 Word1062 Word981,11/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word50 Word51 Word4 Word5,1660,425,Word123 Word190,11/30/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word111 Word112 Word91 Word107 Word7,26977,"25,182.00",Word777 Word909 Word1094 Word909 Word981,1/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word116 Word117 Word118 Word119 Word7,156708,576,Word51 Word794 Word562,11/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word73 Word4 Word5,3766,"1,534.00",Word762 Word21 Word145 Word1051,8/31/2018,Word563 Word615 Word211,NoDoc,Category_2
Word50 Word51 Word4 Word5,1638,"2,040.00",Word797 Word190 Word338 Word904,11/30/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65619,210,Word820 Word490 Word789 Word1107,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word122 Word123 Word21 Word124 Word5,EAB18071,"1,802.50",Word338 Word935 Word764 Word780,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4041,"1,293.60",Word783 Word784 Word785,3/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word113 Word114 Word115 Word7,149409,593.75,Word578,8/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word160 Word161 Word61 Word45 Word39,1185-6,65,Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word41 Word125 Word34 Word5,4339,"17,150.00",Word569 Word888,2/1/2018,Word567 Word580 Word202 Word545,Doc1,Category_1
Word16 Word17 Word18 Word7,3638,"1,404.00",Word884 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,VK688,"2,520.00",Word1465 Word784 Word785,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word546 Word307 Word7,2467,"198,000.00",Word702 Word1331,10/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word195 Word5,ES143100,"5,454.40",Word1486 Word562,7/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word96 Word3 Word4 Word5,80314,270,Word132 Word255,6/30/2018,Word563 Word132 Word610,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70147,840,Word876 Word706,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word38 Word4 Word39,41467623,"3,500.00",Word1021 Word1131 Word659,12/1/2017,Word563 Word121 Word579,NoDoc,Category_1
Word81 Word82 Word5,179652,"1,198.00",Word1272 Word643,11/30/2018,Word563 Word82 Word9 Word607,NoDoc,Category_1
Word40 Word41 Word4 Word5,1446,"3,000.00",Word1013,4/30/2018,Word567 Word582 Word41 Word319,Doc1,Category_1
Word208 Word209 Word155 Word7,W41956,375,Word132 Word1183 Word1323,3/1/2018,Word560 Word561 Word612,Doc1,Category_1
Word286 Word287 Word288 Word39,51217121450,"26,880.00",Word288 Word791,3/1/2018,Word288 Word626 Word627,NoDoc,Category_1
Word58 Word3 Word4 Word5,12753,517.5,Word1877 Word2103,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,TE900,180,Word783 Word784 Word785,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word78 Word79 Word11 Word5,D061418-07,"1,152.00",Word330 Word99 Word26,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word106 Word107 Word7,82985-2,"14,220.00",Word777 Word865 Word45 Word865 Word866,4/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,4145,609.6,Word783 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80L+11,181.25,Word1150 Word784 Word330 Word99 Word1150 Word784 Word779,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,5206,"1,399.20",Word885 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word554 Word142 Word555 Word5,184331,"31,429.00",Word1185 Word791,5/31/2018,Word560 Word561 Word107,Doc1,Category_1
Word186 Word4 Word5,7430,"55,500.00",Word580 Word1260 Word791,2/1/2018,Word565 Word566,NoDoc,Category_1
Word30 Word31,675113,48,Word826 Word785,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word137 Word138 Word7,BDVK4813,"1,680.00",Word1712 Word835 Word905 Word791,4/1/2018,Word563 Word359,NoDoc,Categry_6
Word16 Word17 Word18 Word7,3764,"1,608.00",Word992 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65256,420,,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word16 Word17 Word18 Word7,3599,"1,415.70",Word2104 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word48 Word3 Word4 Word5,YK20180526,870,Word877,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8127,840,Word804 Word805 Word806,6/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,154523,576,Word51 Word794 Word562,11/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,4085,117,Word1031 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word389 Word147 Word130,511326,"9,124.00",Word130,8/31/2018,Word567 Word582 Word41 Word319,Doc1,Category_1
Word265 Word52 Word266,EOIGJIQDB080818-TTACZO,"1,256.85",Word658 Word912 Word609,8/31/2018,Word571 Word52 Word594 Word621 Word165 Word622 Word623,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80I+11,"5,108.40",Word2105 Word784 Word978 Word884 Word330,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word3 Word7,70956,259.8,Word837 Word865 Word1325,6/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word195 Word5,GM131095,"4,664.63",Word1708 Word2106 Word1062 Word909 Word1062 Word808,12/1/2017,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word74 Word75 Word44 Word5,WXB00128,"-269,111.58",Word840 Word841 Word842 Word843,3/1/2018,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word101 Word102 Word103 Word7,110751,"102,944.64",Word861 Word862 Word2107,2/1/2018,Word576 Word366 Word562,Doc3,Category_1
Word16 Word17 Word18 Word7,3196,"1,520.40",Word924 Word784 Word785,3/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,4512,249.6,Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,KE1447,"1,350.00",Word330 Word99 Word26,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word286 Word485 Word4 Word5,9634,"1,700.00",Word876 Word214 Word1402,9/30/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word30 Word31,640452,721.25,Word61,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2643,484.2,,2/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word196 Word197 Word198 Word4 Word7,401A121418XMLXRJZ,"121,647.27",Word640 Word1002,12/31/2018,Word571 Word52 Word639 Word640 Word579,NoDoc,Category_1
Word42 Word43 Word5,7765,435,Word804 Word805 Word806,3/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word38 Word4 Word39,41503613,"4,223.00",Word1171 Word1107 Word794 Word659 Word1295,7/31/2018,Word563 Word121 Word579,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,10894,651.23,Word575,12/1/2017,Word563 Word575,NoDoc,Category_2
Word8 Word9 Word10 Word11 Word5,4.80U+11,45,Word2049 Word776,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80Y+11,600,Word61,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word134 Word61 Word45 Word39,QVWLG2018BRWXLVEQ,"3,522.15",Word689 Word26 Word1061,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,150491,384,Word51 Word985 Word562,9/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64751,52.52,Word1258 Word945,12/1/2017,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word3 Word7,71564,499.5,Word204 Word798,8/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word299 Word237 Word7,31931,"18,315.99",Word949 Word991 Word883 Word699 Word160 Word808,6/30/2018,Word571 Word52 Word657 Word646 Word13,NoDoc,Category_1
Word76 Word77 Word5,7006602,"10,575.00",Word777 Word699 Word1806 Word699 Word971,4/30/2018,Word560 Word561 Word107,Doc1,Category_1
Word246 Word247 Word248 Word128,472742,"5,284.44",Word890 Word1976 Word2108,12/1/2017,Word571 Word52 Word618 Word619 Word13,NoDoc,Category_1
Word16 Word17 Word18 Word7,2451,152.1,,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3446,140.4,Word783 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80G+11,51.6,Word783 Word784 Word568 Word650,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,674216,810,Word123 Word190,9/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80Q+11,111.8,Word61,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word166 Word5,1490,255,Word123 Word809 Word1150 Word784 Word330 Word99,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,7902,"3,335.00",Word800 Word605,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word96 Word3 Word4 Word5,60226,682.5,Word1018 Word190,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_2
Word42 Word43 Word5,8042,"48,000.00",Word1236 Word773 Word774,6/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word8 Word9 Word10 Word11 Word5,4.80W+11,"1,200.00",Word1321 Word1376 Word170,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word54 Word3 Word4,BTI56415,628,Word797 Word809 Word99 Word895,3/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word96 Word3 Word4 Word5,91731,"2,800.00",Word123 Word190 Word2109 Word2110,10/31/2018,Word563 Word132 Word610,NoDoc,Category_1
Word240 Word276 Word3 Word4 Word5,5221,950,Word1178 Word773 Word774,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word144 Word145 Word146 Word147 Word7,125990,"3,465.00",Word516 Word913 Word1090,5/31/2018,Word576 Word366 Word562,Doc3,Category_1
Word162 Word7,GWU19GVC18,"11,000.00",Word777 Word865 Word716 Word865 Word910,3/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word48 Word3 Word4 Word5,AC20180326,270,Word877,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,GU1145,"1,260.00",Word61,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word54 Word3 Word4,TBL52412,"2,325.00",,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,149307,576,Word51 Word794,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word80 Word3 Word4,J156856,"89,681.00",Word2111 Word1509,10/31/2018,Word567 Word568 Word569 Word295,Doc1,Category_1
Word6 Word7,10437,"1,305.00",Word338 Word2112 Word1579,5/31/2018,Word565 Word566,NoDoc,Category_1
Word73 Word4 Word5,6195,284,Word838 Word53,10/31/2018,Word563 Word589 Word590,NoDoc,Category_1
Word96 Word3 Word4 Word5,88361,900,Word123 Word190,8/31/2018,Word563 Word132 Word610,NoDoc,Category_1
Word160 Word161 Word61 Word45 Word39,1187-4,60,Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,RY1305,"2,520.00",Word993 Word784 Word785,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word96 Word3 Word4 Word5,80323,405,Word132 Word255,6/30/2018,Word563 Word132 Word610,NoDoc,Category_1
Word6 Word7,10585,600,Word1181 Word1060 Word1182,8/31/2018,Word560 Word611 Word603 Word604 Word605 Word606,Doc1,Category_1
Word33 Word34 Word35 Word7,108644-510,"8,718.70",Word1705 Word2113 Word967 Word808 Word909 Word1086,1/1/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word74 Word75 Word44 Word5,JUB00128,"269,111.58",Word840 Word841 Word842 Word843,10/1/2016,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word70 Word47 Word71 Word72 Word7,287399,"12,935.72",Word699 Word830 Word695 Word831 Word808,6/30/2018,Word563 Word598 Word71,NoDoc,Category_1
Word30 Word31,676824,48,Word26 Word569,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,20261,496.31,Word868 Word84 Word1054 Word1838,11/30/2018,Word563 Word575,NoDoc,Category_2
Word42 Word43 Word5,8229,"1,510.00",Word562,7/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word556 Word130 Word5,100,"6,900.00",Word1580,10/31/2018,Word52 Word330 Word566,NoDoc,Category_2
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70143,210,Word1595 Word1783 Word1784,4/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,2614,450,,2/1/2018,Word563 Word132 Word610,NoDoc,Category_1
Word16 Word17 Word18 Word7,4712,"1,059.60",Word783 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3002,675,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word48 Word3 Word4 Word5,YI20183927,432,Word1028 Word9,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3050,432,Word924 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word6 Word7,10410,"1,955.00",Word709 Word2114,5/31/2018,Word560 Word611 Word603 Word604 Word605 Word606,Doc1,Category_1
Word30 Word31,672969,48,Word826 Word780,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,480128550025P,"5,280.00",Word1706 Word785,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3732,864,Word942 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,651643,182,Word60 Word99 Word26,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,5236,320.4,Word783 Word784 Word785,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word70 Word47 Word71 Word72 Word7,286076,"12,749.52",Word865 Word808 Word699 Word808,5/31/2018,Word563 Word598 Word71,NoDoc,Category_1
Word38 Word4 Word39,41484365,"4,223.00",Word792 Word1173 Word985 Word659,3/1/2018,Word563 Word121 Word579,NoDoc,Category_1
Word74 Word75 Word44 Word5,WHN00128,"-269,111.58",Word840 Word841 Word842 Word843,3/1/2018,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word16 Word17 Word3 Word7,70517,735,Word876 Word954 Word2115,5/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word48 Word3 Word4 Word5,BT20181315,690,Word877,6/30/2018,Word560 Word561 Word612,Doc1,Category_1
Word16 Word17 Word18 Word7,OL711,360,Word885 Word784 Word785,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,HF821,"2,520.00",Word884 Word784 Word785,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word177 Word178 Word147 Word7,191MEK,"12,944.00",Word802 Word706 Word191,4/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word179 Word180 Word181 Word182,YYPAM070218,"28,507.05",Word979 Word1005 Word883 Word45 Word831 Word808,7/31/2018,Word571 Word52 Word594 Word595 Word596 Word597,NoDoc,Category_1
Word144 Word145 Word146 Word147 Word7,125250,"1,064.00",Word1178 Word1032 Word864,4/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word74 Word75 Word44 Word5,LDR00128,"269,111.58",Word840 Word841 Word842 Word843,10/1/2016,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word30 Word31,669752,"3,060.00",Word797 Word809 Word1112 Word103,8/31/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word16 Word17 Word18 Word7,4461,"1,489.20",Word885 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word54 Word3 Word4,DIB69093,552.5,Word826 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,670402,48,Word935 Word26,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word312 Word313 Word314 Word315 Word5,TSK1001949,"138,080.54",Word1246 Word791,11/30/2018,Word52 Word330 Word566,NoDoc,Category_1
Word341 Word181 Word7,OBUIYJOD081018,"14,334.07",Word1344 Word2039,8/31/2018,Word571 Word52 Word639 Word579,NoDoc,Category_1
